MGI.symbol,HGNC.symbol
Pcgf1,PCGF1
Trim28,TRIM28
Nelfa,NELFA
Tpmt,TPMT
Atn1,ATN1
Bdh2,BDH2
Trappc12,TRAPPC12
Cfap221,CFAP221
Polm,POLM
Nipsnap3a,NIPSNAP3A
Scap,SCAP
Ssxb3,SSX5
Ssxb3,SSX1
Ssxb3,SSX3
Ssxb3,SSX4
Ssxb3,SSX4B
Foxj1,FOXJ1
Golga2,GOLGA2
Golga2,GOLGA8J
Golga2,GOLGA8T
Golga2,GOLGA8A
Ankrd24,ANKRD24
Unc5cl,UNC5CL
Olfr1250,OR4A8
Olfr1250,OR4A5
Mfsd2b,MFSD2B
Ankle1,ANKLE1
Bckdha,BCKDHA
Fam219a,FAM219A
Zfp385c,ZNF385C
Tas1r2,TAS1R2
Zc2hc1a,ZC2HC1A
Mbnl3,MBNL3
Ube2e1,UBE2E1
Maml2,MAML2
Megf11,MEGF11
Aqp8,AQP8
Cd209b,CD209
Cd209b,CLEC4M
Atrip,ATRIP
BC030867,C17orf53
Gm28635,CTNND1
E130309D02Rik,C7orf26
Dctn1,DCTN1
Abcc4,ABCC4
Tmem150a,TMEM150A
Exosc7,EXOSC7
Tex9,TEX9
Olfr1247,OR4A8
Olfr1247,OR4A5
Aebp1,AEBP1
Prpf19,PRPF19
Aifm3,AIFM3
Psg19,CEACAM7
Psg19,CEACAM6
Psg19,CEACAM5
Psg19,CEACAM3
Psg19,CEACAM1
Psg19,CEACAM8
Nf1,NF1
Smg9,SMG9
Klk1b8,KLK1
Klk1b8,KLK3
Klk1b8,KLK2
Map3k8,MAP3K8
Rps28,RPS28
Olfr403,OR1A2
Olfr403,OR1A1
Ubtf,UBTF
Siah1b,SIAH1
Ebag9,EBAG9
Fgf4,FGF4
U2af1,U2AF1L5
Deaf1,DEAF1
Plac9b,PLAC9
Foxred1,FOXRED1
Krt72,KRT72
Katnb1,KATNB1
Umodl1,UMODL1
Npdc1,NPDC1
Ptprj,PTPRJ
Ccdc120,CCDC120
Fam35a,FAM35A
Slc39a3,SLC39A3
Trappc2,TRAPPC2
Nms,NMS
Dok6,DOK6
Vgll1,VGLL1
Kcnj16,KCNJ16
Fam104a,FAM104A
Nkiras2,NKIRAS2
Atp6v0c,ATP6V0C
Zfp618,ZNF618
Tnfrsf11a,TNFRSF11A
Il1f8,IL36B
Sept8,SEPT8
Tuba1b,TUBA1B
Paxx,PAXX
Arhgef1,ARHGEF1
Siah1a,SIAH1
Wdr41,WDR41
Mylk3,MYLK3
Mei4,MEI4
Dmtf1,DMTF1
Efhd1,EFHD1
1810022K09Rik,C8orf59
Tmem173,TMEM173
Ifna6,IFNA21
Ifna6,IFNA4
Ifna6,IFNA7
Ifna6,IFNA14
Ifna6,IFNA10
Ifna6,IFNA17
Ifna6,IFNA16
Ifna6,IFNA5
Ifna6,IFNA6
Ifna6,IFNA13
Ifna6,IFNA2
Ifna6,IFNA8
Ifna6,IFNA1
Mitd1,MITD1
Mdga2,MDGA2
Slc6a19,SLC6A19
Cpne1,CPNE1
Smarca2,SMARCA2
Tas2r110,TAS2R14
Txndc2,TXNDC2
Pthlh,PTHLH
Derl1,DERL1
Leo1,LEO1
Tap1,TAP1
Krt75,KRT75
Psapl1,PSAPL1
Vmn1r233,VN1R4
Fbxw10,CDRT1
Vdr,VDR
Myef2,MYEF2
Cd300lb,CD300LB
Arid5b,ARID5B
Mex3d,MEX3D
Ranbp2,RGPD1
Ranbp2,RGPD2
a,ASIP
Kcnh5,KCNH5
Rpp38,RPP38
Gm20489,IL2RG
Kif1bp,KIF1BP
Dtwd1,DTWD1
Ublcp1,UBLCP1
Prdm13,PRDM13
Olfr1272,OR4B1
Tmed6,TMED6
Cyp24a1,CYP24A1
Ctsh,CTSH
Gjd3,GJD3
Slc38a11,SLC38A11
Iffo2,IFFO2
Esm1,ESM1
Pemt,PEMT
Nos2,NOS2
Arr3,ARR3
Rnf138,RNF138
Hoxb3,HOXB3
Oxr1,OXR1
Jmjd7,JMJD7
Eif2s3y,EIF2S3B
Eif2s3y,EIF2S3
Csnk1g1,CSNK1G1
Ick,ICK
Olfr376,OR1E1
Olfr376,OR1E2
Flot2,FLOT2
Gm11492,C17orf47
Ifit1bl1,IFIT1B
Gm572,C1orf127
Asb4,ASB4
E2f3,E2F3
Slc12a1,SLC12A1
Chic1,CHIC1
Emilin3,EMILIN3
Sec24c,SEC24C
Inpp5f,INPP5F
Btbd18,BTBD18
Slc9b1,SLC9B1
Ajap1,AJAP1
Htr1b,HTR1B
Slc5a3,SLC5A3
Olfr497,OR5P2
Zfp212,ZNF212
Bcat1,BCAT1
Clec18a,CLEC18A
Abhd8,ABHD8
Edn1,EDN1
Gpt2,GPT2
Rrm1,RRM1
Ppp1r15a,PPP1R15A
Ano10,ANO10
Igll1,IGLL1
Il4,IL4
Slc6a16,SLC6A16
Foxi1,FOXI1
Rin1,RIN1
C1s1,C1S
Elp3,ELP3
Aggf1,AGGF1
Snai2,SNAI2
Efcab9,EFCAB9
Calr,CALR
Smim14,SMIM14
Copz2,COPZ2
Cfap74,CFAP74
Virma,VIRMA
Xirp1,XIRP1
Omg,OMG
Plekhh3,PLEKHH3
Hrh2,HRH2
Rmi1,RMI1
Hdac11,HDAC11
Ccdc8,CCDC8
Spaar,SPAAR
Myl1,MYL1
Abhd5,ABHD5
Ntsr1,NTSR1
Aebp2,AEBP2
Smco2,SMCO2
Nap1l2,NAP1L2
Ubxn4,UBXN4
Mapk1ip1l,MAPK1IP1L
Isoc1,ISOC1
Zic5,ZIC5
Arhgap26,ARHGAP26
Txndc17,TXNDC17
Olfr32,OR4B1
Elac1,ELAC1
Zc3h3,ZC3H3
6430573F11Rik,TRMT9B
Cdh24,CDH24
Timm9,TIMM9
Ralb,RALB
Spin4,SPIN4
Epg5,EPG5
Ears2,EARS2
Fstl4,FSTL4
Nop10,NOP10
Galnt18,GALNT18
Poln,POLN
Sharpin,SHARPIN
Nkx2-1,NKX2-1
Wdr4,WDR4
Kdm2a,KDM2A
Palb2,PALB2
Dnase1,DNASE1
Tmem184b,TMEM184B
Gprasp1,GPRASP1
Dmrtc1a,DMRTC1B
Dmrtc1a,DMRTC1
Capns2,CAPNS2
Pstk,PSTK
Adig,ADIG
Wdr6,WDR6
Gm29776,LMLN2
Csnk2a1,CSNK2A3
Tnfsf12,TNFSF12
Tmx2,TMX2
Borcs7,BORCS7-ASMT
Borcs7,BORCS7
Lmnb2,LMNB2
Tppp3,TPPP3
Egln2,EGLN2
Ano8,ANO8
Zfp759,ZNF92
Zfp759,ZNF195
Zfp759,ZNF506
Zfp759,ZNF253
Nup62cl,NUP62CL
Fancf,FANCF
Sybu,SYBU
Tyrobp,TYROBP
Haus7,HAUS7
Olfr484,OR5P2
Dgcr6,DGCR6
Rcn1,RCN1
Actr1b,ACTR1B
Tmx3,TMX3
Serpinb9e,SERPINB9
Klk1b27,KLK1
Klk1b27,KLK3
Klk1b27,KLK2
Pank1,PANK1
Gm8914,MAGEB6B
Gm8914,MAGEB6
Ezh2,EZH2
Gm5160,PPIA
Ggt1,GGTLC3
Atp12a,ATP12A
Brms1,BRMS1
Tmem74b,TMEM74B
Atg4d,ATG4D
Smu1,SMU1
Lsm7,LSM7
Immp1l,IMMP1L
Pnoc,PNOC
Sox21,SOX21
Gale,GALE
Arhgef6,ARHGEF6
Rel,REL
Acap1,ACAP1
Siglec15,SIGLEC15
Tuba1a,TUBA1A
Pip4k2b,PIP4K2B
Fbxl17,FBXL17
Pold3,POLD3
Lonp2,LONP2
Prl5a1,PRL
Serping1,SERPING1
Zfp764,ZNF747
Zfp764,ZNF764
Nat8f6,NAT8
Olfr391-ps,OR1E1
Olfr391-ps,OR1E2
Cyp2a5,CYP2A6
Cyp2a5,CYP2A7
Cyp2a5,CYP2A13
Evi2a,EVI2A
Gpaa1,GPAA1
Grin2a,GRIN2A
Lipa,LIPA
Mpi,MPI
Acsl4,ACSL4
Cnih2,CNIH2
Nprl2,NPRL2
Tbc1d8,TBC1D8
Tlx2,TLX2
Dlst,DLST
Sfpq,SFPQ
Bphl,BPHL
Ifna4,IFNA21
Ifna4,IFNA4
Ifna4,IFNA7
Ifna4,IFNA14
Ifna4,IFNA10
Ifna4,IFNA17
Ifna4,IFNA16
Ifna4,IFNA5
Ifna4,IFNA6
Ifna4,IFNA13
Ifna4,IFNA2
Ifna4,IFNA8
Ifna4,IFNA1
Cog6,COG6
Bap1,BAP1
Tmem68,TMEM68
Lypd4,LYPD4
Sgpp1,SGPP1
Ikbkap,ELP1
Prl2c3,PRL
Serpinb9f,SERPINB9
Rnaseh2c,RNASEH2C
Rapgef6,RAPGEF6
Ssxb8,SSX5
Ssxb8,SSX1
Ssxb8,SSX3
Ssxb8,SSX4
Ssxb8,SSX4B
Ndc80,NDC80
Slc13a1,SLC13A1
Ppp1r18,PPP1R18
Wdr48,WDR48
Arl14ep,ARL14EP
Dppa3,DPPA3
Ankrd63,ANKRD63
Ripor1,RIPOR1
Chp2,CHP2
Snx11,SNX11
Olfr1241,OR4A8
Olfr1241,OR4A5
Ldhc,LDHC
Bach1,BACH1
Herpud2,HERPUD2
Dydc2,DYDC2
Sf3a1,SF3A1
Lysmd2,LYSMD2
Dnajc7,DNAJC7
Chmp5,CHMP5
Fbxo36,FBXO36
Atp2c2,ATP2C2
Tnfaip8,TNFAIP8
Spata31d1a,SPATA31D3
Spata31d1a,SPATA31D4
Spata31d1a,SPATA31D1
Ociad2,OCIAD2
Pole2,POLE2
Ell,ELL
Olfr492,OR5P2
Unc50,UNC50
6030419C18Rik,C15orf59
Zfp260,ZNF260
Klk1b5,KLK1
Klk1b5,KLK3
Klk1b5,KLK2
Gprc5c,GPRC5C
Fam118b,FAM118B
Ints5,C11orf98
Slc24a1,SLC24A1
Tsga10ip,TSGA10IP
Elmod1,ELMOD1
Dcaf11,DCAF11
Apba2,APBA2
Tyro3,TYRO3
Stim2,STIM2
Rabepk,RABEPK
Tbc1d10b,TBC1D10B
6820408C15Rik,C20orf96
Psmb5,PSMB5
Itgb1bp1,ITGB1BP1
Inpp5k,INPP5K
Ifna11,IFNA21
Ifna11,IFNA4
Ifna11,IFNA7
Ifna11,IFNA14
Ifna11,IFNA10
Ifna11,IFNA17
Ifna11,IFNA16
Ifna11,IFNA5
Ifna11,IFNA6
Ifna11,IFNA13
Ifna11,IFNA2
Ifna11,IFNA8
Ifna11,IFNA1
Cic,CIC
Ier3,IER3
Tmem256,TMEM256-PLSCR3
Tmem256,TMEM256
Rfc1,RFC1
Zcchc10,ZCCHC10
Wasl,WASL
Kcnk6,KCNK6
Cd6,CD6
Pax8,PAX8
Cd68,CD68
Papln,PAPLN
Azin1,AZIN1
Alyref,ALYREF
1700093K21Rik,C2orf74
Map7d3,MAP7D3
Gpx5,GPX5
Pwwp2a,PWWP2A
Serpinb9g,SERPINB9
Myoz3,MYOZ3
Rnaset2b,RNASET2
Tbc1d7,TBC1D7
Fam163b,FAM163B
Pdgfa,PDGFA
Tmem131,TMEM131
Gm4737,AHCY
Shroom1,SHROOM1
Cndp2,CNDP2
Acbd4,ACBD4
Fsip2,FSIP2
Ggn,GGN
Gldc,GLDC
Dph3,DPH3
Ccl3,CCL18
Ccl3,CCL3
Taok2,TAOK2
Rfng,RFNG
Trpv1,TRPV1
Dok1,DOK1
Angpt4,ANGPT4
Cavin2,CAVIN2
Lrfn4,LRFN4
Mapre3,MAPRE3
Gpr180,GPR180
Kif24,KIF24
Tekt1,TEKT1
Sec23ip,SEC23IP
Catsper3,CATSPER3
Lrch2,LRCH2
Slco2b1,SLCO2B1
Chrng,CHRNG
Tbc1d5,TBC1D5
Rep15,REP15
Ssx9,SSX5
Ssx9,SSX1
Ssx9,SSX3
Ssx9,SSX4
Ssx9,SSX4B
Lhx1,LHX1
Adam33,ADAM33
Igfbp4,IGFBP4
Myo1d,MYO1D
Gm14435,ZNF625-ZNF20
Lrmp,LRMP
Mgst1,MGST1
Slc25a46,SLC25A46
Mcemp1,MCEMP1
CN725425,C12orf40
Zhx3,ZHX3
Otof,OTOF
Minpp1,MINPP1
Ino80b,INO80B-WBP1
Ino80b,INO80B
Atoh7,ATOH7
Mafa,MAFA
Ccdc94,CCDC94
Kcna4,KCNA4
Spag8,SPAG8
Hey1,HEY1
Stk10,STK10
Cd79a,CD79A
Prelid3a,PRELID3A
Hnrnph3,HNRNPH3
Rpn2,RPN2
Klk1b1,KLK1
Klk1b1,KLK3
Klk1b1,KLK2
Plp2,PLP2
Ufm1,UFM1
Tcf25,TCF25
Cntnap1,CNTNAP1
Arhgap18,ARHGAP18
Dtwd2,DTWD2
Zfp185,ZNF185
Adgrl3,ADGRL3
C1qtnf7,C1QTNF7
Hoxb4,HOXB4
Zfp853,ZNF853
Rps6,RPS6
Doc2b,DOC2B
Actr5,ACTR5
Slco4a1,SLCO4A1
Fam96a,FAM96A
Efcab1,EFCAB1
Nfx1,NFX1
Hnrnpc,HNRNPC
Timm29,TIMM29
Mecp2,MECP2
Tinf2,TINF2
Themis,THEMIS
Cd37,CD37
Ano2,ANO2
Tas2r117,TAS2R14
Unk,UNK
Adam23,ADAM23
Hdx,HDX
Prdx4,PRDX4
Cant1,CANT1
Dock5,DOCK5
Rnaset2a,RNASET2
Spatc1,SPATC1
Kdsr,KDSR
Kcnh8,KCNH8
Grik1,GRIK1
Shcbp1,SHCBP1
Uty,UTY
Slc26a8,SLC26A8
Alpi,ALPP
Alpi,ALPPL2
Alpi,ALPI
Tm9sf1,TM9SF1
Asap2,ASAP2
Enox2,ENOX2
Prr15,PRR15
Hcn4,HCN4
Olfr1291-ps1,OR4F5
Gm7334,BTG3
Nipsnap3b,NIPSNAP3A
Cers3,CERS3
Ankrd28,ANKRD28
Dnaaf2,DNAAF2
Lipt2,LIPT2
Snrpd1,SNRPD1
Ctsz,CTSZ
Vps18,VPS18
Adgrg4,ADGRG4
Lrrfip1,LRRFIP1
Ano1,ANO1
Vstm5,VSTM5
Pcyt1b,PCYT1B
Slc17a6,SLC17A6
Zfp395,ZNF395
Nkx2-9,NKX2-8
Gucy2f,GUCY2F
Tjp3,TJP3
Ifna2,IFNA21
Ifna2,IFNA4
Ifna2,IFNA7
Ifna2,IFNA14
Ifna2,IFNA10
Ifna2,IFNA17
Ifna2,IFNA16
Ifna2,IFNA5
Ifna2,IFNA6
Ifna2,IFNA13
Ifna2,IFNA2
Ifna2,IFNA8
Ifna2,IFNA1
Tsg101,TSG101
Srgn,SRGN
Dnajc18,DNAJC18
Taar8a,TAAR8
Spatc1l,SPATC1L
Awat1,AWAT1
St18,ST18
Dmxl2,DMXL2
Efr3b,EFR3B
Nutf2-ps1,NUTF2
Klk1,KLK1
Klk1,KLK3
Klk1,KLK2
Sidt1,SIDT1
Ccr10,CCR10
Ctnnbl1,CTNNBL1
Spata31d1c,SPATA31D3
Spata31d1c,SPATA31D4
Spata31d1c,SPATA31D1
Atg5,ATG5
Atg7,ATG7
Lrrc73,LRRC73
Aqp12,AQP12B
Aqp12,AQP12A
Rec114,REC114
Spns3,SPNS3
Taar6,TAAR6
Clptm1l,CLPTM1L
Msc,MSC
Htr2c,HTR2C
Kcng4,KCNG4
Icam2,ICAM2
Vps37c,VPS37C
Cox6b2,COX6B2
Gm45208,WDR45
Nrn1l,NRN1L
Apoo,APOO
Ccl24,CCL24
Kdm1b,KDM1B
Olfr394,OR1E1
Olfr394,OR1E2
Bdnf,BDNF
Psg18,CEACAM7
Psg18,CEACAM6
Psg18,CEACAM5
Psg18,CEACAM3
Psg18,CEACAM1
Psg18,CEACAM8
Pltp,PLTP
B4galt1,B4GALT1
4933427D14Rik,KIAA0753
Plcd3,PLCD3
Tubb6,TUBB6
Eif2s3x,EIF2S3B
Eif2s3x,EIF2S3
Rfxank,RFXANK
Prpf8,PRPF8
Cnfn,CNFN
Ppp2r1a,PPP2R1A
Pcdh8,PCDH8
Pnmal2,PNMA8B
Trpm4,TRPM4
Slc19a3,SLC19A3
Barhl1,BARHL1
Gtf3c3,GTF3C3
Myom3,MYOM3
Tsc2,TSC2
Alyref2,ALYREF
Ccdc15,CCDC15
Vgll4,VGLL4
Nek9,NEK9
Armc3,ARMC3
Mapk9,MAPK9
Gm6169,PLP2
Bcs1l,BCS1L
Kif16b,KIF16B
Chrdl2,CHRDL2
Cyb561d2,CYB561D2
Olfr487,OR5P2
Spire1,SPIRE1
Cpne2,CPNE2
Ggh,GGH
C1qtnf9,C1QTNF9
Lrrc17,LRRC17
Npas4,NPAS4
Rapsn,RAPSN
Sub1,SUB1
Gusb,GUSB
Id4,ID4
Acat1,ACAT1
Pak6,BUB1B-PAK6
Pak6,PAK6
Fxyd6,FXYD6
Rbm39,RBM39
Fer,FER
Tubb1,TUBB1
Cnot6,CNOT6
Fgf1,FGF1
Myocd,MYOCD
Pfn4,PFN4
Psmc3ip,PSMC3IP
Cars,CARS
Olfr1240,OR4A8
Olfr1240,OR4A5
Catsper2,CATSPER2
Olfr1,OR1E1
Olfr1,OR1E2
Kif21a,KIF21A
Plek2,PLEK2
Slc5a6,SLC5A6
Ptprk,PTPRK
Pstpip2,PSTPIP2
Map2k3,MAP2K3
Ncs1,NCS1
Gm20503,DNAJC25-GNG10
Slc16a12,SLC16A12
Nudt11,NUDT10
Nudt11,NUDT11
Ssxb10,SSX5
Ssxb10,SSX1
Ssxb10,SSX3
Ssxb10,SSX4
Ssxb10,SSX4B
Lama2,LAMA2
Uqcr11,UQCR11
Cdcp1,CDCP1
Ctps2,CTPS2
Igfals,IGFALS
Atp1a3,ATP1A3
Sox15,SOX15
Ttc36,TTC36
Kcnj12,KCNJ12
Igfbp3,IGFBP3
Rsbn1l,RSBN1L
Masp2,MASP2
Slc1a3,SLC1A3
Tmem126b,TMEM126B
Brpf3,BRPF3
Pnmal1,PNMA8A
Pik3c2g,PIK3C2G
Gramd1a,GRAMD1A
Ssbp4,SSBP4
Map3k14,MAP3K14
Txndc15,TXNDC15
Ccl9,CCL15
Ccl9,CCL15-CCL14
Ccl9,CCL23
Frmpd3,FRMPD3
Cox16,COX16
Baiap3,BAIAP3
Retn,RETN
Apom,APOM
Pid1,PID1
Litaf,LITAF
Cdca2,CDCA2
Tead2,TEAD2
Nedd4,NEDD4
Zfp819,ZNF81
Ak8,AK8
Tti1,TTI1
Gid8,GID8
Sept5,SEPT5
Pax6,PAX6
Itgal,ITGAL
Peli1,PELI1
Zxdb,ZXDB
Zxdb,ZXDA
Klc4,KLC4
Map3k9,MAP3K9
Fanca,FANCA
Rmdn3,RMDN3
Prmt3,PRMT3
Mtmr4,MTMR4
Krt82,KRT82
Tmem254b,TMEM254
Med28,MED28
Nrm,NRM
Ccdc6,CCDC6
Prl3c1,PRL
Srsf6,SRSF6
Olfr490,OR5P2
Ifna14,IFNA21
Ifna14,IFNA4
Ifna14,IFNA7
Ifna14,IFNA14
Ifna14,IFNA10
Ifna14,IFNA17
Ifna14,IFNA16
Ifna14,IFNA5
Ifna14,IFNA6
Ifna14,IFNA13
Ifna14,IFNA2
Ifna14,IFNA8
Ifna14,IFNA1
Tnni2,TNNI2
Iglc1,IGLL1
Ap2a1,AP2A1
Dcdc2a,DCDC2
Pvalb,PVALB
Mefv,MEFV
Mrpl23,MRPL23
Stx7,STX7
Mageb3,MAGEB6B
Mageb3,MAGEB6
Psenen,PSENEN
Mrs2,MRS2
Cisd2,CISD2
Echdc3,ECHDC3
Tbc1d24,NTN3
Wnt9b,WNT9B
Trim44,TRIM44
Il1f6,IL36A
Tk1,TK1
Gspt2,GSPT2
Olfr483,OR5P2
Efhd2,EFHD2
Rab28,RAB28
Ptpn20,PTPN20
Olfr270,OR13D1
Pafah1b3,PAFAH1B3
Ubr2,UBR2
Pmfbp1,PMFBP1
Crtam,CRTAM
Haus1,HAUS1
Slc29a1,SLC29A1
Zscan12,ZSCAN12
Ceacam10,CEACAM7
Ceacam10,CEACAM6
Ceacam10,CEACAM5
Ceacam10,CEACAM3
Ceacam10,CEACAM1
Ceacam10,CEACAM8
Spaca3,SPACA3
Cd300c,CD300A
Cd300c,CD300C
Cyb5a,CYB5A
Psmd7,PSMD7
Slc5a2,SLC5A2
Med19,MED19
Olfr1249,OR4A8
Olfr1249,OR4A5
Nutm2,NUTM2B
Nutm2,NUTM2E
Nutm2,NUTM2A
Nutm2,NUTM2F
Nutm2,NUTM2D
Alox5,ALOX5
Dennd4a,DENND4A
Ift27,IFT27
Mbd5,MBD5
Ubap1,UBAP1
Calm2,CALM3
Cacfd1,CACFD1
Myct1,MYCT1
Phf10,PHF10
Hr,HR
Fam222b,FAM222B
Retreg3,RETREG3
Dhx38,DHX38
Ucn2,UCN2
Ankra2,ANKRA2
Sgta,SGTA
Cnnm2,CNNM2
Tgm6,TGM6
Krt5,KRT5
Esrp2,ESRP2
Dnajc27,DNAJC27
Lyn,LYN
Cebpg,CEBPG
Dusp26,DUSP26
Sox9,SOX9
Shisa6,SHISA6
Mib1,MIB1
Hgfac,HGFAC
Gfra4,GFRA4
Fam168a,FAM168A
Tpst2,TPST2
Taar2,TAAR2
Tnfsf13,TNFSF13
Ipo4,IPO4
Srsf5,SRSF5
Pcdh17,PCDH17
Usp20,USP20
Kctd13,KCTD13
Prl2b1,PRL
H2-DMa,HLA-DMA
Fjx1,FJX1
Lcn12,LCN12
Mms19,MMS19
Itsn2,ITSN2
Med12,MED12
Rfc3,RFC3
Smoc1,SMOC1
Kif1a,KIF1A
Lyg2,LYG2
Slc24a5,SLC24A5
Nt5c2,NT5C2
Cyp2b10,CYP2B6
Aprt,APRT
Klhdc2,KLHDC2
Psmd8,PSMD8
Ssxa1,SSX5
Ssxa1,SSX1
Ssxa1,SSX3
Ssxa1,SSX4
Ssxa1,SSX4B
Hspa4,HSPA4
Adamtsl5,ADAMTSL5
Tas2r125,TAS2R14
Enoph1,ENOPH1
Npr3,NPR3
Wasf1,WASF1
Zfp688,ZNF688
Ccdc88a,CCDC88A
Nkx2-5,NKX2-5
Them6,THEM6
Slc18a1,SLC18A1
Ccm2,CCM2
Hip1,HIP1
Amer1,AMER1
Nudt18,NUDT18
Fshb,FSHB
Tmem254a,TMEM254
Hint2,HINT2
Ifna16,IFNA21
Ifna16,IFNA4
Ifna16,IFNA7
Ifna16,IFNA14
Ifna16,IFNA10
Ifna16,IFNA17
Ifna16,IFNA16
Ifna16,IFNA5
Ifna16,IFNA6
Ifna16,IFNA13
Ifna16,IFNA2
Ifna16,IFNA8
Ifna16,IFNA1
Timm13,TIMM13
Nrsn2,NRSN2
Cybrd1,CYBRD1
Ska3,SKA3
Dagla,DAGLA
Mfsd14b,MFSD14B
Ranbp9,RANBP9
Kif19a,KIF19
Rad54b,FSBP
Rad54b,RAD54B
Lypla2,LYPLA2
Olfr1256,OR4A47
Adamts12,ADAMTS12
Ifna13,IFNA21
Ifna13,IFNA4
Ifna13,IFNA7
Ifna13,IFNA14
Ifna13,IFNA10
Ifna13,IFNA17
Ifna13,IFNA16
Ifna13,IFNA5
Ifna13,IFNA6
Ifna13,IFNA13
Ifna13,IFNA2
Ifna13,IFNA8
Ifna13,IFNA1
Mrpl30,MRPL30
Nxt2,NXT2
Tardbp,TARDBP
Ints14,INTS14
Narf,NARF
Ddx39b,DDX39B
Spcs2,SPCS2
Lrp3,LRP3
Gadd45b,GADD45B
Synj2bp,SYNJ2BP
Phf13,PHF13
Itga6,ITGA6
Xrra1,XRRA1
Bid,BID
Rab23,RAB23
Tas2r131,TAS2R42
Jakmip1,JAKMIP1
Slc35g3,SLC35G6
Rxrb,RXRB
Zfp623,ZNF623
Mrgpre,MRGPRE
Cers4,CERS4
Olfr354,OR1N2
Irgc1,IRGC
Mief2,MIEF2
Ptprt,PTPRT
Rasgef1c,RASGEF1C
Rspo4,RSPO4
Lrpap1,LRPAP1
Lzts1,LZTS1
Nat8f2,NAT8
Foxred2,FOXRED2
A730017C20Rik,KIAA1024L
Pgf,PGF
Tjp1,TJP1
Cox7a1,COX7A1
Ank3,ANK3
Gfpt2,GFPT2
Smim3,SMIM3
Eef2kmt,FAM86B2
Txndc9,TXNDC9
Slc22a13b-ps,SLC22A13
Wipf3,WIPF3
Gm5114,C2orf78
Rtel1,RTEL1-TNFRSF6B
Dedd2,DEDD2
Zmynd10,ZMYND10
Sec14l3,SEC14L3
Cyp2s1,CYP2S1
Lrrcc1,LRRCC1
Plcg2,PLCG2
A2m,A2M
Mroh5,MROH5
Upk1a,UPK1A
Fkbp8,FKBP8
Tm9sf4,TM9SF4
Myl7,MYL7
Ebi3,EBI3
Tmem38b,TMEM38B
C2cd4b,C2CD4A
C2cd4b,C2CD4B
Aldh5a1,ALDH5A1
Apool,APOOL
Lipt1,LIPT1
Hif3a,HIF3A
Emc9,EMC9
Gphb5,GPHB5
Lrrk2,LRRK2
Igfbp5,IGFBP5
Kcnab2,KCNAB2
Phlpp1,PHLPP1
Olfr355,OR1L8
Syngr2,SYNGR2
Ttc30a2,TTC30A
Tmem80,TMEM80
Spata25,SPATA25
Oaz1,OAZ1
Psg21,CEACAM7
Psg21,CEACAM6
Psg21,CEACAM5
Psg21,CEACAM3
Psg21,CEACAM1
Psg21,CEACAM8
Zfp398,ZNF398
Ski,SKI
Cdca7l,CDCA7L
Por,POR
Sox4,SOX4
Cbs,CBSL
Cbs,CBS
3300002I08Rik,ZNF625-ZNF20
Tmem120a,TMEM120A
Cyb5r3,CYB5R3
Cpne9,CPNE9
Col5a2,COL5A2
Mt1,MT1H
Ptpn4,PTPN4
Wnt3,WNT3
Zfp707,ZNF707
Eml5,EML5
Mrps5,MRPS5
Gpx8,GPX8
Olfr1251,OR4A8
Olfr1251,OR4A5
Ophn1,OPHN1
Stoml3,STOML3
Ndufa3,NDUFA3
Fbxl15,FBXL15
Olfr381,OR1E1
Olfr381,OR1E2
Pbx3,PBX3
Emid1,EMID1
Rtkn,RTKN
Fam228b,FAM228B
Als2,ALS2
F2rl3,F2RL3
Nfkbie,NFKBIE
Lingo3,LINGO3
Zbtb34,ZBTB34
Arhgap12,ARHGAP12
Jakmip2,JAKMIP2
Abcc2,ABCC2
Lyzl6,LYZL6
Lsm14a,LSM14A
Ccdc82,CCDC82
Timm8b,TIMM8B
Pdha1,PDHA1
Itgb3,ITGB3
Gemin6,GEMIN6
Psmd11,PSMD11
Kdm8,KDM8
Adrb2,ADRB2
Kremen1,KREMEN1
Cnr2,CNR2
Slc25a42,SLC25A42
Rps14,RPS14
Slc43a2,SLC43A2
Sfxn1,SFXN1
Dek,DEK
Ccno,CCNO
Olfr365,OR1L4
Olfr365,OR1L6
Mtmr14,MTMR14
Slc27a6,SLC27A6
Map3k19,MAP3K19
Prl2c1,PRL
Zfp804a,ZNF804A
Mtrf1,MTRF1
Tmem254c,TMEM254
Dbndd1,DBNDD1
Tas2r136,TAS2R19
Tas2r136,TAS2R43
Tas2r136,TAS2R31
Tas2r136,TAS2R20
Tas2r136,TAS2R50
Tas2r136,TAS2R30
Tas2r136,TAS2R46
Trex1,TREX1
Pcsk4,PCSK4
Fam20c,FAM20C
Slc47a2,SLC47A2
Mrps28,MRPS28
Bcap29,BCAP29
Rab17,RAB17
Napepld,NAPEPLD
Krt73,KRT73
Pom121,POM121C
Pom121,POM121
Etnk1,ETNK1
Brd9,BRD9
Kif3a,KIF3A
Tlcd2,TLCD2
Bckdhb,BCKDHB
Nip7,NIP7
Tfe3,TFE3
Acin1,ACIN1
Gm11397,SERPINB9
AI846148,SPINDOC
Cpeb4,CPEB4
Has3,HAS3
Bnip3l,BNIP3L
Igsf23,IGSF23
Tcfl5,TCFL5
Emilin2,EMILIN2
Sntb2,SNTB2
Olfr273,OR13C3
Ighv7-3,IGHV3OR15-7
Dock11,DOCK11
Hoxb1,HOXB1
Prps1l3,PRPS1
